N,Iteration,Factor,IR
50,50,MKT_RF,0.345850848692833
50,50,SMB,-0.10068002192534513
50,50,HML,0.5057102457395565
50,50,WML,0.53084869737073
50,51,MKT_RF,0.34585084869283017
50,51,SMB,-0.10068002192534306
50,51,HML,0.5057102457395556
50,51,WML,0.5308486973707309
50,52,MKT_RF,0.3458508486928302
50,52,SMB,-0.10068002192534224
50,52,HML,0.5057102457395543
50,52,WML,0.5308486973707379
50,53,MKT_RF,0.34585084869283006
50,53,SMB,-0.10068002192534385
50,53,HML,0.5057102457395529
50,53,WML,0.5308486973707301
50,54,MKT_RF,0.34585084869283084
50,54,SMB,-0.10068002192534828
50,54,HML,0.5057102457395546
50,54,WML,0.5308486973707356
50,55,MKT_RF,0.34585084869283117
50,55,SMB,-0.10068002192534466
50,55,HML,0.5057102457395553
50,55,WML,0.530848697370737
50,56,MKT_RF,0.34585084869283417
50,56,SMB,-0.1006800219253434
50,56,HML,0.5057102457395558
50,56,WML,0.5308486973707341
50,57,MKT_RF,0.34585084869282934
50,57,SMB,-0.10068002192534344
50,57,HML,0.5057102457395571
50,57,WML,0.5308486973707424
50,58,MKT_RF,0.34585084869283106
50,58,SMB,-0.10068002192534352
50,58,HML,0.5057102457395566
50,58,WML,0.5308486973707376
50,59,MKT_RF,0.34585084869283245
50,59,SMB,-0.10068002192534345
50,59,HML,0.5057102457395516
50,59,WML,0.530848697370735
50,60,MKT_RF,0.34585084869283167
50,60,SMB,-0.10068002192534321
50,60,HML,0.5057102457395557
50,60,WML,0.5308486973707345
50,61,MKT_RF,0.34585084869283267
50,61,SMB,-0.10068002192534535
50,61,HML,0.5057102457395548
50,61,WML,0.5308486973707369
50,62,MKT_RF,0.34585084869282895
50,62,SMB,-0.10068002192534296
50,62,HML,0.5057102457395568
50,62,WML,0.5308486973707387
50,63,MKT_RF,0.34585084869283256
50,63,SMB,-0.10068002192534516
50,63,HML,0.5057102457395521
50,63,WML,0.5308486973707298
50,64,MKT_RF,0.34585084869283134
50,64,SMB,-0.10068002192534466
50,64,HML,0.505710245739557
50,64,WML,0.5308486973707315
50,65,MKT_RF,0.3458508486928337
50,65,SMB,-0.10068002192534357
50,65,HML,0.5057102457395557
50,65,WML,0.5308486973707274
50,66,MKT_RF,0.3458508486928296
50,66,SMB,-0.10068002192534306
50,66,HML,0.5057102457395569
50,66,WML,0.5308486973707417
50,67,MKT_RF,0.34585084869282934
50,67,SMB,-0.10068002192534037
50,67,HML,0.5057102457395543
50,67,WML,0.5308486973707378
50,68,MKT_RF,0.34585084869283245
50,68,SMB,-0.10068002192534108
50,68,HML,0.5057102457395546
50,68,WML,0.5308486973707323
50,69,MKT_RF,0.3458508486928328
50,69,SMB,-0.10068002192534051
50,69,HML,0.5057102457395573
50,69,WML,0.5308486973707338
50,70,MKT_RF,0.34585084869283117
50,70,SMB,-0.10068002192534466
50,70,HML,0.5057102457395557
50,70,WML,0.5308486973707407
50,71,MKT_RF,0.34585084869283167
50,71,SMB,-0.10068002192534324
50,71,HML,0.5057102457395579
50,71,WML,0.5308486973707369
50,72,MKT_RF,0.3458508486928315
50,72,SMB,-0.100680021925344
50,72,HML,0.5057102457395559
50,72,WML,0.5308486973707367
50,73,MKT_RF,0.34585084869283383
50,73,SMB,-0.10068002192534138
50,73,HML,0.5057102457395551
50,73,WML,0.5308486973707348
50,74,MKT_RF,0.3458508486928319
50,74,SMB,-0.1006800219253457
50,74,HML,0.5057102457395545
50,74,WML,0.5308486973707369
50,75,MKT_RF,0.3458508486928337
50,75,SMB,-0.10068002192534449
50,75,HML,0.5057102457395524
50,75,WML,0.5308486973707289
50,76,MKT_RF,0.3458508486928302
50,76,SMB,-0.10068002192534292
50,76,HML,0.5057102457395543
50,76,WML,0.5308486973707377
50,77,MKT_RF,0.34585084869283317
50,77,SMB,-0.10068002192534219
50,77,HML,0.5057102457395531
50,77,WML,0.5308486973707349
50,78,MKT_RF,0.34585084869283317
50,78,SMB,-0.10068002192534464
50,78,HML,0.5057102457395546
50,78,WML,0.5308486973707385
50,79,MKT_RF,0.3458508486928299
50,79,SMB,-0.10068002192534113
50,79,HML,0.5057102457395563
50,79,WML,0.5308486973707371
50,80,MKT_RF,0.3458508486928322
50,80,SMB,-0.10068002192534367
50,80,HML,0.505710245739555
50,80,WML,0.5308486973707407
50,81,MKT_RF,0.34585084869283017
50,81,SMB,-0.10068002192534542
50,81,HML,0.5057102457395527
50,81,WML,0.5308486973707349
50,82,MKT_RF,0.3458508486928317
50,82,SMB,-0.10068002192534269
50,82,HML,0.5057102457395557
50,82,WML,0.530848697370735
50,83,MKT_RF,0.34585084869283317
50,83,SMB,-0.10068002192534456
50,83,HML,0.5057102457395525
50,83,WML,0.530848697370729
50,84,MKT_RF,0.3458508486928304
50,84,SMB,-0.10068002192534231
50,84,HML,0.5057102457395537
50,84,WML,0.5308486973707395
50,85,MKT_RF,0.3458508486928307
50,85,SMB,-0.10068002192534276
50,85,HML,0.5057102457395558
50,85,WML,0.5308486973707363
50,86,MKT_RF,0.34585084869283234
50,86,SMB,-0.10068002192534245
50,86,HML,0.5057102457395507
50,86,WML,0.5308486973707357
50,87,MKT_RF,0.345850848692835
50,87,SMB,-0.10068002192534305
50,87,HML,0.5057102457395509
50,87,WML,0.5308486973707328
50,88,MKT_RF,0.3458508486928299
50,88,SMB,-0.1006800219253426
50,88,HML,0.5057102457395556
50,88,WML,0.5308486973707347
50,89,MKT_RF,0.3458508486928315
50,89,SMB,-0.10068002192534432
50,89,HML,0.505710245739556
50,89,WML,0.5308486973707435
50,90,MKT_RF,0.34585084869282934
50,90,SMB,-0.10068002192534471
50,90,HML,0.5057102457395559
50,90,WML,0.5308486973707355
50,91,MKT_RF,0.3458508486928311
50,91,SMB,-0.10068002192534138
50,91,HML,0.5057102457395538
50,91,WML,0.5308486973707401
50,92,MKT_RF,0.3458508486928332
50,92,SMB,-0.1006800219253426
50,92,HML,0.5057102457395514
50,92,WML,0.5308486973707325
50,93,MKT_RF,0.3458508486928319
50,93,SMB,-0.10068002192534325
50,93,HML,0.5057102457395546
50,93,WML,0.530848697370737
50,94,MKT_RF,0.3458508486928316
50,94,SMB,-0.1006800219253442
50,94,HML,0.5057102457395535
50,94,WML,0.5308486973707335
50,95,MKT_RF,0.345850848692832
50,95,SMB,-0.10068002192534183
50,95,HML,0.5057102457395548
50,95,WML,0.5308486973707427
50,96,MKT_RF,0.3458508486928321
50,96,SMB,-0.10068002192534169
50,96,HML,0.5057102457395516
50,96,WML,0.5308486973707361
50,97,MKT_RF,0.34585084869283367
50,97,SMB,-0.10068002192534257
50,97,HML,0.5057102457395528
50,97,WML,0.5308486973707298
50,98,MKT_RF,0.3458508486928323
50,98,SMB,-0.10068002192534337
50,98,HML,0.5057102457395535
50,98,WML,0.5308486973707314
50,99,MKT_RF,0.3458508486928278
50,99,SMB,-0.10068002192534097
50,99,HML,0.5057102457395526
50,99,WML,0.5308486973707328
50,100,MKT_RF,0.3458508486928346
50,100,SMB,-0.10068002192534568
50,100,HML,0.5057102457395533
50,100,WML,0.5308486973707328
50,101,MKT_RF,0.34585084869283217
50,101,SMB,-0.10068002192534474
50,101,HML,0.505710245739554
50,101,WML,0.5308486973707335
50,102,MKT_RF,0.3458508486928323
50,102,SMB,-0.10068002192534388
50,102,HML,0.5057102457395543
50,102,WML,0.5308486973707378
50,103,MKT_RF,0.3458508486928315
50,103,SMB,-0.10068002192534367
50,103,HML,0.5057102457395547
50,103,WML,0.5308486973707337
50,104,MKT_RF,0.34585084869283356
50,104,SMB,-0.10068002192534212
50,104,HML,0.5057102457395535
50,104,WML,0.5308486973707355
50,105,MKT_RF,0.3458508486928298
50,105,SMB,-0.10068002192534349
50,105,HML,0.5057102457395563
50,105,WML,0.5308486973707359
50,106,MKT_RF,0.3458508486928301
50,106,SMB,-0.10068002192534306
50,106,HML,0.5057102457395579
50,106,WML,0.5308486973707397
50,107,MKT_RF,0.34585084869283234
50,107,SMB,-0.10068002192534271
50,107,HML,0.5057102457395506
50,107,WML,0.530848697370732
50,108,MKT_RF,0.34585084869283245
50,108,SMB,-0.10068002192534152
50,108,HML,0.5057102457395534
50,108,WML,0.5308486973707383
50,109,MKT_RF,0.3458508486928316
50,109,SMB,-0.10068002192534602
50,109,HML,0.5057102457395498
50,109,WML,0.5308486973707305
50,110,MKT_RF,0.3458508486928309
50,110,SMB,-0.10068002192534486
50,110,HML,0.5057102457395551
50,110,WML,0.5308486973707349
50,111,MKT_RF,0.34585084869283256
50,111,SMB,-0.1006800219253417
50,111,HML,0.5057102457395527
50,111,WML,0.5308486973707351
50,112,MKT_RF,0.34585084869283195
50,112,SMB,-0.10068002192534196
50,112,HML,0.5057102457395528
50,112,WML,0.5308486973707343
50,113,MKT_RF,0.34585084869283067
50,113,SMB,-0.10068002192534285
50,113,HML,0.5057102457395543
50,113,WML,0.5308486973707435
50,114,MKT_RF,0.34585084869283
50,114,SMB,-0.10068002192534581
50,114,HML,0.5057102457395545
50,114,WML,0.5308486973707359
50,115,MKT_RF,0.34585084869283117
50,115,SMB,-0.10068002192534367
50,115,HML,0.5057102457395574
50,115,WML,0.5308486973707381
50,116,MKT_RF,0.345850848692834
50,116,SMB,-0.10068002192534035
50,116,HML,0.5057102457395553
50,116,WML,0.5308486973707363
50,117,MKT_RF,0.34585084869282795
50,117,SMB,-0.10068002192534316
50,117,HML,0.5057102457395599
50,117,WML,0.5308486973707414
50,118,MKT_RF,0.3458508486928352
50,118,SMB,-0.10068002192534414
50,118,HML,0.5057102457395564
50,118,WML,0.5308486973707349
50,119,MKT_RF,0.34585084869283284
50,119,SMB,-0.1006800219253424
50,119,HML,0.5057102457395573
50,119,WML,0.5308486973707359
50,120,MKT_RF,0.34585084869282967
50,120,SMB,-0.10068002192534178
50,120,HML,0.5057102457395525
50,120,WML,0.5308486973707368
50,121,MKT_RF,0.3458508486928312
50,121,SMB,-0.1006800219253437
50,121,HML,0.5057102457395573
50,121,WML,0.5308486973707408
50,122,MKT_RF,0.3458508486928313
50,122,SMB,-0.10068002192534145
50,122,HML,0.5057102457395523
50,122,WML,0.5308486973707353
50,123,MKT_RF,0.34585084869282984
50,123,SMB,-0.10068002192534237
50,123,HML,0.5057102457395549
50,123,WML,0.5308486973707369
50,124,MKT_RF,0.34585084869283206
50,124,SMB,-0.1006800219253447
50,124,HML,0.5057102457395523
50,124,WML,0.530848697370735
50,125,MKT_RF,0.3458508486928304
50,125,SMB,-0.10068002192534165
50,125,HML,0.5057102457395557
50,125,WML,0.5308486973707406
50,126,MKT_RF,0.345850848692833
50,126,SMB,-0.10068002192534314
50,126,HML,0.5057102457395555
50,126,WML,0.5308486973707375
50,127,MKT_RF,0.3458508486928309
50,127,SMB,-0.10068002192534287
50,127,HML,0.5057102457395565
50,127,WML,0.5308486973707374
50,128,MKT_RF,0.3458508486928304
50,128,SMB,-0.10068002192534145
50,128,HML,0.5057102457395584
50,128,WML,0.5308486973707376
50,129,MKT_RF,0.3458508486928306
50,129,SMB,-0.10068002192534435
50,129,HML,0.5057102457395527
50,129,WML,0.530848697370742
50,130,MKT_RF,0.3458508486928314
50,130,SMB,-0.10068002192534264
50,130,HML,0.5057102457395588
50,130,WML,0.5308486973707338
50,131,MKT_RF,0.3458508486928322
50,131,SMB,-0.10068002192534015
50,131,HML,0.5057102457395557
50,131,WML,0.5308486973707343
50,132,MKT_RF,0.34585084869283145
50,132,SMB,-0.10068002192534051
50,132,HML,0.5057102457395521
50,132,WML,0.5308486973707356
50,133,MKT_RF,0.3458508486928303
50,133,SMB,-0.10068002192534184
50,133,HML,0.5057102457395553
50,133,WML,0.5308486973707376
50,134,MKT_RF,0.3458508486928296
50,134,SMB,-0.10068002192534595
50,134,HML,0.5057102457395548
50,134,WML,0.5308486973707355
50,135,MKT_RF,0.3458508486928336
50,135,SMB,-0.10068002192534345
50,135,HML,0.5057102457395534
50,135,WML,0.5308486973707294
50,136,MKT_RF,0.3458508486928323
50,136,SMB,-0.10068002192534309
50,136,HML,0.5057102457395543
50,136,WML,0.530848697370735
50,137,MKT_RF,0.3458508486928301
50,137,SMB,-0.10068002192534503
50,137,HML,0.5057102457395543
50,137,WML,0.5308486973707299
50,138,MKT_RF,0.3458508486928316
50,138,SMB,-0.10068002192534567
50,138,HML,0.5057102457395528
50,138,WML,0.5308486973707374
50,139,MKT_RF,0.3458508486928305
50,139,SMB,-0.10068002192534385
50,139,HML,0.5057102457395519
50,139,WML,0.5308486973707323
50,140,MKT_RF,0.34585084869283067
50,140,SMB,-0.1006800219253434
50,140,HML,0.5057102457395574
50,140,WML,0.5308486973707364
50,141,MKT_RF,0.3458508486928298
50,141,SMB,-0.10068002192534393
50,141,HML,0.5057102457395549
50,141,WML,0.5308486973707408
50,142,MKT_RF,0.34585084869283217
50,142,SMB,-0.10068002192534256
50,142,HML,0.505710245739554
50,142,WML,0.5308486973707399
50,143,MKT_RF,0.3458508486928328
50,143,SMB,-0.10068002192534535
50,143,HML,0.505710245739555
50,143,WML,0.5308486973707343
50,144,MKT_RF,0.34585084869283306
50,144,SMB,-0.10068002192534234
50,144,HML,0.5057102457395544
50,144,WML,0.5308486973707363
50,145,MKT_RF,0.34585084869283517
50,145,SMB,-0.10068002192534362
50,145,HML,0.5057102457395553
50,145,WML,0.5308486973707311
50,146,MKT_RF,0.34585084869283267
50,146,SMB,-0.10068002192534554
50,146,HML,0.5057102457395517
50,146,WML,0.5308486973707365
50,147,MKT_RF,0.3458508486928307
50,147,SMB,-0.10068002192534603
50,147,HML,0.5057102457395527
50,147,WML,0.5308486973707395
50,148,MKT_RF,0.3458508486928313
50,148,SMB,-0.10068002192534328
50,148,HML,0.5057102457395545
50,148,WML,0.5308486973707366
50,149,MKT_RF,0.34585084869282645
50,149,SMB,-0.1006800219253433
50,149,HML,0.5057102457395557
50,149,WML,0.5308486973707415
50,150,MKT_RF,0.3458508486928311
50,150,SMB,-0.10068002192534402
50,150,HML,0.5057102457395554
50,150,WML,0.5308486973707375
50,151,MKT_RF,0.3458508486928349
50,151,SMB,-0.10068002192534438
50,151,HML,0.5057102457395551
50,151,WML,0.5308486973707307
50,152,MKT_RF,0.34585084869283184
50,152,SMB,-0.10068002192534276
50,152,HML,0.5057102457395537
50,152,WML,0.5308486973707357
50,153,MKT_RF,0.3458508486928324
50,153,SMB,-0.10068002192534299
50,153,HML,0.5057102457395544
50,153,WML,0.5308486973707354
50,154,MKT_RF,0.34585084869283517
50,154,SMB,-0.10068002192534324
50,154,HML,0.5057102457395567
50,154,WML,0.5308486973707319
50,155,MKT_RF,0.3458508486928292
50,155,SMB,-0.10068002192534355
50,155,HML,0.5057102457395568
50,155,WML,0.5308486973707395
50,156,MKT_RF,0.3458508486928301
50,156,SMB,-0.10068002192534195
50,156,HML,0.5057102457395567
50,156,WML,0.5308486973707385
50,157,MKT_RF,0.34585084869283167
50,157,SMB,-0.10068002192534363
50,157,HML,0.5057102457395545
50,157,WML,0.5308486973707314
50,158,MKT_RF,0.34585084869283284
50,158,SMB,-0.10068002192534435
50,158,HML,0.5057102457395561
50,158,WML,0.530848697370736
50,159,MKT_RF,0.34585084869283145
50,159,SMB,-0.10068002192534241
50,159,HML,0.5057102457395511
50,159,WML,0.530848697370739
50,160,MKT_RF,0.3458508486928336
50,160,SMB,-0.10068002192534363
50,160,HML,0.5057102457395527
50,160,WML,0.5308486973707404
50,161,MKT_RF,0.3458508486928329
50,161,SMB,-0.10068002192534387
50,161,HML,0.5057102457395557
50,161,WML,0.530848697370739
50,162,MKT_RF,0.34585084869283184
50,162,SMB,-0.10068002192534245
50,162,HML,0.5057102457395535
50,162,WML,0.5308486973707375
50,163,MKT_RF,0.3458508486928319
50,163,SMB,-0.10068002192534554
50,163,HML,0.5057102457395538
50,163,WML,0.5308486973707368
50,164,MKT_RF,0.3458508486928335
50,164,SMB,-0.10068002192534486
50,164,HML,0.5057102457395537
50,164,WML,0.530848697370736
50,165,MKT_RF,0.34585084869282867
50,165,SMB,-0.10068002192534235
50,165,HML,0.5057102457395574
50,165,WML,0.5308486973707406
50,166,MKT_RF,0.3458508486928362
50,166,SMB,-0.10068002192534425
50,166,HML,0.5057102457395529
50,166,WML,0.5308486973707297
50,167,MKT_RF,0.34585084869283056
50,167,SMB,-0.10068002192534425
50,167,HML,0.5057102457395556
50,167,WML,0.5308486973707378
50,168,MKT_RF,0.34585084869283206
50,168,SMB,-0.10068002192534414
50,168,HML,0.505710245739551
50,168,WML,0.5308486973707357
50,169,MKT_RF,0.34585084869282884
50,169,SMB,-0.10068002192534287
50,169,HML,0.5057102457395566
50,169,WML,0.5308486973707335
50,170,MKT_RF,0.3458508486928288
50,170,SMB,-0.10068002192534345
50,170,HML,0.5057102457395545
50,170,WML,0.530848697370737
50,171,MKT_RF,0.34585084869283417
50,171,SMB,-0.10068002192534496
50,171,HML,0.5057102457395544
50,171,WML,0.5308486973707313
50,172,MKT_RF,0.3458508486928331
50,172,SMB,-0.1006800219253422
50,172,HML,0.5057102457395529
50,172,WML,0.5308486973707311
50,173,MKT_RF,0.3458508486928289
50,173,SMB,-0.10068002192534464
50,173,HML,0.5057102457395541
50,173,WML,0.5308486973707316
50,174,MKT_RF,0.3458508486928328
50,174,SMB,-0.10068002192534194
50,174,HML,0.5057102457395557
50,174,WML,0.5308486973707353
50,175,MKT_RF,0.3458508486928333
50,175,SMB,-0.10068002192534493
50,175,HML,0.5057102457395555
50,175,WML,0.5308486973707357
50,176,MKT_RF,0.34585084869283284
50,176,SMB,-0.10068002192534198
50,176,HML,0.5057102457395516
50,176,WML,0.5308486973707379
50,177,MKT_RF,0.34585084869283006
50,177,SMB,-0.10068002192534563
50,177,HML,0.505710245739555
50,177,WML,0.5308486973707355
50,178,MKT_RF,0.34585084869283234
50,178,SMB,-0.10068002192534294
50,178,HML,0.5057102457395543
50,178,WML,0.5308486973707334
50,179,MKT_RF,0.34585084869282795
50,179,SMB,-0.10068002192534171
50,179,HML,0.5057102457395536
50,179,WML,0.5308486973707384
50,180,MKT_RF,0.34585084869282884
50,180,SMB,-0.1006800219253398
50,180,HML,0.5057102457395527
50,180,WML,0.5308486973707353
50,181,MKT_RF,0.345850848692832
50,181,SMB,-0.10068002192534421
50,181,HML,0.5057102457395583
50,181,WML,0.5308486973707343
50,182,MKT_RF,0.3458508486928336
50,182,SMB,-0.10068002192534328
50,182,HML,0.5057102457395513
50,182,WML,0.530848697370733
50,183,MKT_RF,0.3458508486928323
50,183,SMB,-0.10068002192534554
50,183,HML,0.5057102457395526
50,183,WML,0.5308486973707328
50,184,MKT_RF,0.34585084869283483
50,184,SMB,-0.10068002192534528
50,184,HML,0.5057102457395505
50,184,WML,0.5308486973707299
50,185,MKT_RF,0.3458508486928305
50,185,SMB,-0.10068002192534076
50,185,HML,0.5057102457395549
50,185,WML,0.5308486973707369
50,186,MKT_RF,0.34585084869283444
50,186,SMB,-0.10068002192534725
50,186,HML,0.5057102457395547
50,186,WML,0.5308486973707364
50,187,MKT_RF,0.34585084869282945
50,187,SMB,-0.10068002192534124
50,187,HML,0.5057102457395503
50,187,WML,0.5308486973707389
50,188,MKT_RF,0.345850848692832
50,188,SMB,-0.10068002192534235
50,188,HML,0.5057102457395538
50,188,WML,0.5308486973707323
50,189,MKT_RF,0.34585084869283395
50,189,SMB,-0.1006800219253415
50,189,HML,0.505710245739552
50,189,WML,0.5308486973707368
50,190,MKT_RF,0.3458508486928327
50,190,SMB,-0.10068002192534109
50,190,HML,0.5057102457395557
50,190,WML,0.5308486973707334
50,191,MKT_RF,0.3458508486928306
50,191,SMB,-0.10068002192534195
50,191,HML,0.5057102457395544
50,191,WML,0.5308486973707367
50,192,MKT_RF,0.3458508486928338
50,192,SMB,-0.10068002192534449
50,192,HML,0.505710245739554
50,192,WML,0.5308486973707334
50,193,MKT_RF,0.3458508486928301
50,193,SMB,-0.10068002192534353
50,193,HML,0.5057102457395529
50,193,WML,0.5308486973707345
50,194,MKT_RF,0.3458508486928323
50,194,SMB,-0.1006800219253428
50,194,HML,0.5057102457395517
50,194,WML,0.5308486973707334
50,195,MKT_RF,0.34585084869283017
50,195,SMB,-0.1006800219253426
50,195,HML,0.5057102457395527
50,195,WML,0.5308486973707366
50,196,MKT_RF,0.3458508486928334
50,196,SMB,-0.10068002192534452
50,196,HML,0.5057102457395558
50,196,WML,0.5308486973707396
50,197,MKT_RF,0.34585084869282906
50,197,SMB,-0.1006800219253493
50,197,HML,0.5057102457395559
50,197,WML,0.5308486973707346
50,198,MKT_RF,0.3458508486928295
50,198,SMB,-0.1006800219253437
50,198,HML,0.5057102457395568
50,198,WML,0.5308486973707397
50,199,MKT_RF,0.3458508486928316
50,199,SMB,-0.10068002192534219
50,199,HML,0.5057102457395543
50,199,WML,0.5308486973707307
50,200,MKT_RF,0.34585084869282817
50,200,SMB,-0.10068002192534363
50,200,HML,0.5057102457395558
50,200,WML,0.5308486973707397
50,201,MKT_RF,0.3458508486928328
50,201,SMB,-0.10068002192534051
50,201,HML,0.5057102457395541
50,201,WML,0.5308486973707297
50,202,MKT_RF,0.34585084869283317
50,202,SMB,-0.10068002192534291
50,202,HML,0.5057102457395573
50,202,WML,0.5308486973707344
50,203,MKT_RF,0.3458508486928296
50,203,SMB,-0.10068002192534493
50,203,HML,0.5057102457395529
50,203,WML,0.530848697370738
50,204,MKT_RF,0.3458508486928313
50,204,SMB,-0.10068002192534292
50,204,HML,0.5057102457395528
50,204,WML,0.5308486973707394
50,205,MKT_RF,0.3458508486928338
50,205,SMB,-0.10068002192534152
50,205,HML,0.5057102457395524
50,205,WML,0.5308486973707367
50,206,MKT_RF,0.3458508486928324
50,206,SMB,-0.10068002192534235
50,206,HML,0.5057102457395525
50,206,WML,0.5308486973707351
50,207,MKT_RF,0.3458508486928298
50,207,SMB,-0.10068002192534505
50,207,HML,0.5057102457395537
50,207,WML,0.5308486973707369
50,208,MKT_RF,0.34585084869283134
50,208,SMB,-0.10068002192534496
50,208,HML,0.505710245739556
50,208,WML,0.5308486973707359
50,209,MKT_RF,0.34585084869282984
50,209,SMB,-0.1006800219253409
50,209,HML,0.5057102457395498
50,209,WML,0.5308486973707285
50,210,MKT_RF,0.34585084869283345
50,210,SMB,-0.10068002192534273
50,210,HML,0.5057102457395536
50,210,WML,0.5308486973707385
50,211,MKT_RF,0.3458508486928335
50,211,SMB,-0.1006800219253446
50,211,HML,0.5057102457395526
50,211,WML,0.5308486973707275
50,212,MKT_RF,0.34585084869282895
50,212,SMB,-0.1006800219253447
50,212,HML,0.5057102457395543
50,212,WML,0.5308486973707418
50,213,MKT_RF,0.3458508486928311
50,213,SMB,-0.10068002192534474
50,213,HML,0.5057102457395534
50,213,WML,0.5308486973707334
50,214,MKT_RF,0.34585084869283256
50,214,SMB,-0.10068002192534597
50,214,HML,0.5057102457395563
50,214,WML,0.5308486973707376
50,215,MKT_RF,0.3458508486928312
50,215,SMB,-0.10068002192534461
50,215,HML,0.505710245739553
50,215,WML,0.530848697370743
50,216,MKT_RF,0.34585084869282967
50,216,SMB,-0.10068002192534657
50,216,HML,0.5057102457395546
50,216,WML,0.5308486973707375
50,217,MKT_RF,0.34585084869283217
50,217,SMB,-0.100680021925344
50,217,HML,0.505710245739555
50,217,WML,0.5308486973707337
50,218,MKT_RF,0.34585084869283134
50,218,SMB,-0.10068002192534398
50,218,HML,0.5057102457395533
50,218,WML,0.5308486973707319
50,219,MKT_RF,0.3458508486928301
50,219,SMB,-0.10068002192534387
50,219,HML,0.5057102457395549
50,219,WML,0.5308486973707354
50,220,MKT_RF,0.34585084869283056
50,220,SMB,-0.10068002192534244
50,220,HML,0.505710245739554
50,220,WML,0.5308486973707416
50,221,MKT_RF,0.34585084869283056
50,221,SMB,-0.10068002192534006
50,221,HML,0.5057102457395511
50,221,WML,0.5308486973707379
50,222,MKT_RF,0.34585084869283444
50,222,SMB,-0.10068002192534334
50,222,HML,0.5057102457395519
50,222,WML,0.530848697370731
50,223,MKT_RF,0.3458508486928319
50,223,SMB,-0.10068002192534492
50,223,HML,0.5057102457395545
50,223,WML,0.5308486973707383
50,224,MKT_RF,0.3458508486928321
50,224,SMB,-0.10068002192534235
50,224,HML,0.5057102457395555
50,224,WML,0.5308486973707318
50,225,MKT_RF,0.3458508486928302
50,225,SMB,-0.10068002192534106
50,225,HML,0.5057102457395571
50,225,WML,0.5308486973707393
50,226,MKT_RF,0.34585084869283106
50,226,SMB,-0.10068002192534141
50,226,HML,0.5057102457395579
50,226,WML,0.5308486973707375
50,227,MKT_RF,0.34585084869283317
50,227,SMB,-0.10068002192534317
50,227,HML,0.5057102457395573
50,227,WML,0.5308486973707331
50,228,MKT_RF,0.34585084869283045
50,228,SMB,-0.10068002192534199
50,228,HML,0.5057102457395566
50,228,WML,0.5308486973707351
50,229,MKT_RF,0.34585084869282945
50,229,SMB,-0.10068002192534324
50,229,HML,0.505710245739553
50,229,WML,0.5308486973707408
50,230,MKT_RF,0.3458508486928315
50,230,SMB,-0.10068002192534269
50,230,HML,0.5057102457395516
50,230,WML,0.5308486973707351
50,231,MKT_RF,0.34585084869283284
50,231,SMB,-0.10068002192534312
50,231,HML,0.505710245739555
50,231,WML,0.5308486973707375
50,232,MKT_RF,0.3458508486928327
50,232,SMB,-0.10068002192534341
50,232,HML,0.5057102457395574
50,232,WML,0.5308486973707334
50,233,MKT_RF,0.3458508486928291
50,233,SMB,-0.10068002192534291
50,233,HML,0.5057102457395549
50,233,WML,0.5308486973707348
50,234,MKT_RF,0.34585084869283206
50,234,SMB,-0.10068002192534344
50,234,HML,0.5057102457395546
50,234,WML,0.5308486973707374
50,235,MKT_RF,0.3458508486928335
50,235,SMB,-0.10068002192534183
50,235,HML,0.5057102457395534
50,235,WML,0.5308486973707307
50,236,MKT_RF,0.3458508486928315
50,236,SMB,-0.10068002192534849
50,236,HML,0.5057102457395533
50,236,WML,0.5308486973707361
50,237,MKT_RF,0.3458508486928319
50,237,SMB,-0.10068002192534133
50,237,HML,0.5057102457395547
50,237,WML,0.5308486973707418
50,238,MKT_RF,0.34585084869282945
50,238,SMB,-0.10068002192533956
50,238,HML,0.5057102457395533
50,238,WML,0.5308486973707366
50,239,MKT_RF,0.34585084869283295
50,239,SMB,-0.10068002192534492
50,239,HML,0.5057102457395516
50,239,WML,0.5308486973707394
50,240,MKT_RF,0.3458508486928322
50,240,SMB,-0.10068002192534138
50,240,HML,0.5057102457395548
50,240,WML,0.530848697370733
50,241,MKT_RF,0.34585084869282956
50,241,SMB,-0.10068002192534352
50,241,HML,0.5057102457395553
50,241,WML,0.530848697370739
50,242,MKT_RF,0.3458508486928308
50,242,SMB,-0.10068002192534402
50,242,HML,0.5057102457395526
50,242,WML,0.5308486973707373
50,243,MKT_RF,0.3458508486928326
50,243,SMB,-0.10068002192534381
50,243,HML,0.5057102457395574
50,243,WML,0.5308486973707344
50,244,MKT_RF,0.3458508486928321
50,244,SMB,-0.10068002192534238
50,244,HML,0.5057102457395564
50,244,WML,0.5308486973707329
50,245,MKT_RF,0.3458508486928298
50,245,SMB,-0.10068002192534434
50,245,HML,0.5057102457395543
50,245,WML,0.5308486973707353
50,246,MKT_RF,0.3458508486928286
50,246,SMB,-0.10068002192534284
50,246,HML,0.5057102457395539
50,246,WML,0.5308486973707359
50,247,MKT_RF,0.34585084869283117
50,247,SMB,-0.10068002192534198
50,247,HML,0.5057102457395535
50,247,WML,0.5308486973707359
50,248,MKT_RF,0.3458508486928353
50,248,SMB,-0.10068002192534424
50,248,HML,0.5057102457395523
50,248,WML,0.530848697370731
50,249,MKT_RF,0.34585084869283245
50,249,SMB,-0.100680021925344
50,249,HML,0.5057102457395592
50,249,WML,0.5308486973707351
50,250,MKT_RF,0.34585084869283056
